A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,Q260: Sex,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q287: Social class (subjective),Q2: Important in life: Friends,Q3: Important in life: Leisure time,Q4: Important in life: Politics,Q5: Important in life: Work,Q6: Important in life: Religion,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q20: Neighbors: People who have AIDS,Q21: Neighbors: Immigrants/foreign workers,Q22: Neighbors: Homosexuals,Q23: Neighbors: People of a different religion,Q24: Neighbors: Heavy drinkers,Q25: Neighbors: Unmarried couples living together,Q26: Neighbors: People who speak a different language,Q27: One of main goals in life has been to make my parents proud,Q29: Men make better political leaders than women do,Q30: University is more important for a boy than for a girl,Q31: Men make better business executives than women do,Q32: Being a housewife just as fulfilling,Q43: Future changes: Less importance placed on work,Q44: Future changes: More emphasis on technology,Q45: Future changes: Greater respect for authority,Q58: Trust: Your family,Q59: Trust: Your neighborhood,Q60: Trust: People you know personally,Q61: Trust: People you meet for the first time,Q62: Trust: People of another religion,Q63: Trust: People of another nationality,Q64: Confidence: Churches,Q65: Confidence: Armed Forces,Q66: Confidence: The Press,Q67: Confidence: Television,Q68: Confidence: Labor Unions,Q69: Confidence: The Police,Q70: Confidence: Justice System/Courts,Q71: Confidence: The Government,Q72: Confidence: The Political Parties,Q73: Confidence: Parliament,Q74: Confidence: The Civil Services,Q77: Confidence: Major Companies,Q79: Confidence: The Environmental Protection Movement,Q80: Confidence: The Women's Movement,Q81: Confidence: Charitable or humanitarian organizations,Q83: Confidence: The United Nations (UN),Q106: Incomes should be made more equal vs There should be greater incentives for individual effort,Q107: Private vs state ownership of business,Q108: Government's vs individual's responsibility,Q109: Competition good or harmful,Q110: Success: hard work vs luck,Q111: Protecting environment vs. Economic growth,Q151: Willingness to fight for country,Q152: Aims of country: first choice,Q153: Aims of country: second choice,Q154: Aims of respondent: first choice,Q155: Aims of respondent: second choice,Q156: Most important: first choice,Q157: Most important: second choice,"Q158: Science and technology are making our lives healthier, easier, and more comfortable","Q159: Because of science and technology, there will be more opportunities for the next generation",Q160: We depend too much on science and not enough on faith,"Q163: The world is better off, or worse off, because of science and technology",Q164: Importance of God
2023,India,IN-DL Delhi,Urban,Female,25-34,Hindi,Married,Lower,Lower middle class,Rather important,Very important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Bad thing,Don't know,Good thing,Trust completely,Trust somewhat,Trust completely,Do not trust at all,Trust somewhat,Trust somewhat,A great deal,A great deal,Quite a lot,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Don't know,Don't know,A great deal,A great deal,A great deal,Don't know,8,Government ownership of business should be increased,5,Competition is good,"In the long run, hard work usually brings a better life",Economy growth and creating jobs,Yes,Trying to make our cities and countryside more beautiful,Seeing that people have more say about how  are done at their jobs and in their communities,Fighting rising prices,Protecting freedom of speech,The fight against crime,Progress toward a less impersonal and more humane  society,Completely agree,Completely agree,5,A lot better off,Very important
2023,India,IN-DL Delhi,Rural,Male,45-54,Hindi,Living together as married,Middle,Lower middle class,Very important,Not very important,Very important,Very important,Very important,Not mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Agree,Agree strongly,Agree,Agree strongly,Disagree,Good thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Do not trust at all,Trust somewhat,Do not trust very much,A great deal,A great deal,A great deal,Quite a lot,None at all,A great deal,A great deal,A great deal,Quite a lot,Quite a lot,A great deal,Quite a lot,Not very much,Quite a lot,Quite a lot,Don't know,There should be greater incentives for individual effort,Private ownership of business should be increased,5,5,"In the long run, hard work usually brings a better life",Protecting environment,Yes,Making sure this country has strong defence forces,A high level of economic growth,Giving people more say in important government decisions,Protecting freedom of speech,A stable economy,Progress toward a less impersonal and more humane  society,9,2,5,A lot better off,Very important
2023,India,IN-WB West Bengal,Urban,Female,65 and more years,Bengali; Bangla,Married,Higher,Upper middle class,Very important,Very important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Don't know,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Disagree,Agree strongly,Agree,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust somewhat,Trust somewhat,Trust completely,Trust somewhat,A great deal,A great deal,A great deal,A great deal,Quite a lot,Not very much,A great deal,Quite a lot,Not very much,A great deal,Quite a lot,Not very much,A great deal,A great deal,A great deal,A great deal,Incomes should be made more equal,Government ownership of business should be increased,The government should take more responsibility to ensure that everyone is provided for,6,2,Economy growth and creating jobs,No,Seeing that people have more say about how  are done at their jobs and in their communities,A high level of economic growth,Maintaining order in the nation,Fighting rising prices,A stable economy,Progress toward a less impersonal and more humane  society,Completely disagree,Completely disagree,3,2,Very important
2023,India,IN-DL Delhi,Urban,Male,45-54,Hindi,Married,Lower,Lower class,Very important,Very important,Very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Strongly disagree,Strongly disagree,Strongly disagree,Good thing,Good thing,Good thing,Trust completely,Trust completely,Trust somewhat,Do not trust very much,Trust completely,Trust somewhat,A great deal,A great deal,None at all,None at all,A great deal,None at all,None at all,None at all,Not very much,Quite a lot,Quite a lot,Quite a lot,A great deal,Not very much,A great deal,Don't know,There should be greater incentives for individual effort,Government ownership of business should be increased,5,Competition is good,"In the long run, hard work usually brings a better life",Protecting environment,Yes,Seeing that people have more say about how  are done at their jobs and in their communities,Trying to make our cities and countryside more beautiful,Protecting freedom of speech,Maintaining order in the nation,The fight against crime,Progress toward a society in which Ideas count more than money,Completely disagree,Completely disagree,5,A lot better off,Very important
2023,India,IN-WB West Bengal,Urban,Male,55-64,Bengali; Bangla,Married,Middle,Lower middle class,Rather important,Very important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Don't know,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Disagree,Agree,Agree strongly,Bad thing,Good thing,Don't mind,Trust completely,Trust somewhat,Trust completely,Do not trust at all,Trust completely,Do not trust very much,A great deal,None at all,None at all,Quite a lot,None at all,None at all,None at all,None at all,None at all,None at all,A great deal,Quite a lot,A great deal,A great deal,A great deal,None at all,7,5,8,4,7,Economy growth and creating jobs,Yes,Trying to make our cities and countryside more beautiful,Trying to make our cities and countryside more beautiful,Giving people more say in important government decisions,Protecting freedom of speech,The fight against crime,A stable economy,Completely disagree,Completely disagree,2,A lot worse off,Very important
2023,India,IN-DL Delhi,Rural,Female,25-34,Hindi,Single,Middle,Upper middle class,Don't know,Rather important,Not very important,Very important,Don't know,Mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Disagree,Agree strongly,Don't know,Bad thing,Good thing,Good thing,Trust completely,Do not trust at all,Do not trust very much,Do not trust at all,Do not trust very much,Do not trust at all,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Not very much,Quite a lot,A great deal,Not very much,Not very much,Quite a lot,A great deal,Not very much,Not very much,Quite a lot,None at all,Not very much,There should be greater incentives for individual effort,Private ownership of business should be increased,The government should take more responsibility to ensure that everyone is provided for,6,"In the long run, hard work usually brings a better life",Economy growth and creating jobs,Yes,A high level of economic growth,Trying to make our cities and countryside more beautiful,Fighting rising prices,Maintaining order in the nation,A stable economy,Progress toward a society in which Ideas count more than money,7,7,8,A lot better off,Very important
2023,India,IN-DL Delhi,Urban,Male,35-44,"Punjabi, Panjabi",Married,Lower,Working class,Rather important,Rather important,Rather important,Very important,Rather important,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Agree strongly,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Bad thing,Don't mind,Bad thing,Trust completely,Do not trust very much,Trust somewhat,Trust somewhat,Trust somewhat,Do not trust at all,A great deal,A great deal,Quite a lot,Quite a lot,Not very much,A great deal,Quite a lot,Quite a lot,Not very much,Not very much,Quite a lot,Not very much,Quite a lot,A great deal,A great deal,Don't know,7,9,The government should take more responsibility to ensure that everyone is provided for,7,"In the long run, hard work usually brings a better life",Economy growth and creating jobs,No,A high level of economic growth,Trying to make our cities and countryside more beautiful,Maintaining order in the nation,Fighting rising prices,Progress toward a society in which Ideas count more than money,The fight against crime,Completely disagree,2,3,6,4
2023,India,IN-DL Delhi,Urban,Female,45-54,Hindi,Married,Lower,Lower middle class,Not at all important,Not at all important,Not at all important,Very important,Very important,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Agree,Agree strongly,Agree strongly,Agree strongly,Strongly disagree,Bad thing,Bad thing,Good thing,Trust somewhat,Trust somewhat,Do not trust very much,Do not trust at all,Trust somewhat,Trust somewhat,A great deal,A great deal,Not very much,Not very much,A great deal,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,A great deal,Don't know,Incomes should be made more equal,Government ownership of business should be increased,The government should take more responsibility to ensure that everyone is provided for,Competition is harmful,"In the long run, hard work usually brings a better life",Other answer,Yes,A high level of economic growth,Seeing that people have more say about how  are done at their jobs and in their communities,Maintaining order in the nation,Protecting freedom of speech,A stable economy,Progress toward a less impersonal and more humane  society,9,9,6,A lot better off,Very important
2023,India,IN-DL Delhi,Rural,Male,25-34,Hindi,Single,Higher,Upper middle class,Very important,Rather important,Rather important,Very important,Rather important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Agree strongly,Agree,Agree strongly,Agree,Disagree,Good thing,Good thing,Don't mind,Trust completely,Trust completely,Trust somewhat,Trust completely,Trust somewhat,Trust somewhat,A great deal,A great deal,Quite a lot,A great deal,None at all,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,A great deal,Quite a lot,Not very much,Quite a lot,A great deal,A great deal,There should be greater incentives for individual effort,5,3,4,"In the long run, hard work usually brings a better life",Economy growth and creating jobs,Yes,A high level of economic growth,Making sure this country has strong defence forces,Fighting rising prices,Giving people more say in important government decisions,A stable economy,Progress toward a less impersonal and more humane  society,Completely agree,Completely agree,5,A lot better off,6
2023,India,IN-DL Delhi,Urban,Female,16-24,Hindi,Single,Middle,Lower middle class,Very important,Very important,Rather important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Strongly disagree,Strongly disagree,Agree,Agree strongly,Bad thing,Good thing,Good thing,Trust somewhat,Trust somewhat,Trust somewhat,Do not trust at all,Trust somewhat,Trust somewhat,Quite a lot,A great deal,Quite a lot,None at all,Quite a lot,Quite a lot,Quite a lot,A great deal,Quite a lot,Quite a lot,None at all,A great deal,A great deal,Quite a lot,A great deal,Don't know,7,6,7,5,8,Protecting environment,Yes,Making sure this country has strong defence forces,Making sure this country has strong defence forces,Maintaining order in the nation,Giving people more say in important government decisions,The fight against crime,A stable economy,6,5,5,9,8
2023,India,IN-WB West Bengal,Urban,Male,16-24,Bengali; Bangla,Single,Middle,Upper middle class,Very important,Rather important,Not very important,Very important,Not at all important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Don't know,Not mentioned,Agree strongly,Agree strongly,Strongly disagree,Agree,Strongly disagree,Bad thing,Good thing,Good thing,Trust completely,Do not trust very much,Do not trust very much,Do not trust at all,Do not trust very much,Trust completely,None at all,A great deal,None at all,Not very much,Quite a lot,None at all,Quite a lot,Not very much,None at all,Quite a lot,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,9,7,9,8,"In the long run, hard work usually brings a better life",Protecting environment,Yes,A high level of economic growth,Seeing that people have more say about how  are done at their jobs and in their communities,Maintaining order in the nation,Fighting rising prices,Progress toward a society in which Ideas count more than money,The fight against crime,2,Completely disagree,Completely disagree,2,Not at all important
2023,India,IN-DL Delhi,Urban,Male,16-24,Hindi,Single,Middle,Lower middle class,Very important,Very important,Rather important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Agree strongly,Agree strongly,Strongly disagree,Agree,Don't know,Good thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust at all,Do not trust at all,Do not trust at all,A great deal,A great deal,Quite a lot,A great deal,A great deal,Quite a lot,Quite a lot,A great deal,A great deal,Don't know,A great deal,Quite a lot,Quite a lot,A great deal,Quite a lot,Don't know,9,Private ownership of business should be increased,5,2,"In the long run, hard work usually brings a better life",Protecting environment,Yes,A high level of economic growth,Making sure this country has strong defence forces,Giving people more say in important government decisions,Protecting freedom of speech,A stable economy,Progress toward a society in which Ideas count more than money,Completely agree,Completely agree,8,A lot better off,Very important
2023,India,IN-WB West Bengal,Urban,Male,25-34,Bengali; Bangla,Married,Middle,Upper middle class,Very important,Very important,Not at all important,Very important,Very important,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Not mentioned,Mentioned,Agree strongly,Agree,Strongly disagree,Agree,Strongly disagree,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust at all,Trust somewhat,Trust somewhat,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Quite a lot,A great deal,A great deal,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,7,6,5,5,6,Protecting environment,Yes,Making sure this country has strong defence forces,A high level of economic growth,Maintaining order in the nation,Fighting rising prices,The fight against crime,Progress toward a society in which Ideas count more than money,6,6,2,2,Very important
