A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_WVS: Region country specific,H_URBRURAL: Urban-Rural,Q260: Sex,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q287: Social class (subjective),Counts
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,16-24,Russian,Single,Middle,Upper middle class,3
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,25-34,Russian,Divorced,Higher,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,25-34,Russian,Divorced,Higher,Upper class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,25-34,Russian,Divorced,Higher,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,25-34,Russian,Living together as married,Higher,Don't know,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,25-34,Russian,Married,Higher,Don't know,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,25-34,Russian,Married,Higher,Lower middle class,3
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,25-34,Russian,Married,Higher,Upper middle class,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,25-34,Russian,No answer,Higher,No answer,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,25-34,Russian,Separated,Higher,Working class,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,25-34,Russian,Single,Higher,Don't know,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,25-34,Russian,Single,Higher,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,25-34,Russian,Single,Higher,No answer,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,25-34,Russian,Single,Lower,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,25-34,Russian,Single,Middle,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Other,Married,Middle,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Other,Single,Higher,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Russian,Divorced,Higher,Lower middle class,5
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Russian,Divorced,Higher,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Russian,Divorced,Lower,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Russian,Divorced,Middle,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Russian,Living together as married,Higher,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Russian,Married,Higher,Lower middle class,4
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Russian,Married,Higher,Upper middle class,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Russian,Married,Middle,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Russian,Married,Middle,Working class,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Russian,No answer,Don't know,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Russian,No answer,Higher,Don't know,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Russian,Separated,Higher,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Russian,Single,Higher,Don't know,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Russian,Single,Higher,No answer,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Russian,Single,Higher,Upper middle class,3
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Russian,Single,Middle,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Russian,Widowed,Higher,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Tatar,Divorced,Higher,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Tatar,Married,Higher,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,35-44,Tatar,Single,Higher,Upper class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Other,Married,Higher,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Russian,Divorced,Higher,Lower class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Russian,Divorced,Higher,Lower middle class,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Russian,Divorced,Higher,Upper middle class,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Russian,Divorced,Lower,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Russian,Divorced,Middle,No answer,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Russian,Living together as married,Middle,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Russian,Married,Don't know,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Russian,Married,Higher,Don't know,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Russian,Married,Higher,Lower middle class,3
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Russian,Married,Higher,Upper middle class,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Russian,Married,Higher,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Russian,Married,Lower,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Russian,Married,Middle,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Russian,Separated,Higher,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Russian,Single,Higher,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Russian,Widowed,Higher,Don't know,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Tatar,Married,Higher,Lower middle class,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Tatar,Married,Higher,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,45-54,Tatar,Married,Middle,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,55-64,Other,Married,Lower,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,55-64,Russian,Divorced,Higher,Don't know,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,55-64,Russian,Divorced,Higher,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,55-64,Russian,Divorced,Lower,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,55-64,Russian,Married,Higher,Lower class,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,55-64,Russian,Married,Higher,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,55-64,Russian,Married,Higher,Upper middle class,3
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,55-64,Russian,Married,Higher,Working class,3
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,55-64,Russian,No answer,Higher,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,55-64,Russian,Single,Higher,Don't know,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,55-64,Russian,Single,Middle,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,55-64,Russian,Widowed,Higher,Lower middle class,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,55-64,Russian,Widowed,Higher,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,55-64,Tatar,Married,Higher,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,55-64,Tatar,Widowed,Higher,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,55-64,Tatar,Widowed,Higher,Working class,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,65 and more years,Russian,Divorced,Higher,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,65 and more years,Russian,Divorced,Higher,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,65 and more years,Russian,Divorced,Middle,Lower class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,65 and more years,Russian,Living together as married,Lower,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,65 and more years,Russian,Married,Higher,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,65 and more years,Russian,Married,Lower,Don't know,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,65 and more years,Russian,Married,Lower,Lower class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,65 and more years,Russian,Single,Higher,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,65 and more years,Russian,Single,Lower,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,65 and more years,Russian,Widowed,Higher,Don't know,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,65 and more years,Russian,Widowed,Higher,Lower middle class,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,65 and more years,Russian,Widowed,Higher,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,65 and more years,Russian,Widowed,Lower,Don't know,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,65 and more years,Russian,Widowed,Lower,Lower class,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,65 and more years,Russian,Widowed,Lower,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,65 and more years,Russian,Widowed,Middle,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,65 and more years,Russian,Widowed,Middle,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Female,65 and more years,Tatar,Widowed,Middle,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,16-24,Other,Single,Higher,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,16-24,Other,Single,Middle,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,16-24,Russian,Single,Higher,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,16-24,Russian,Single,Higher,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,16-24,Russian,Single,Lower,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,16-24,Russian,Single,Middle,Lower middle class,5
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,16-24,Russian,Single,Middle,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,16-24,Tatar,Single,Higher,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,25-34,Other,Married,Higher,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,25-34,Russian,Divorced,Higher,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,25-34,Russian,Divorced,Higher,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,25-34,Russian,Living together as married,Higher,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,25-34,Russian,Living together as married,Lower,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,25-34,Russian,Married,Higher,Don't know,3
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,25-34,Russian,Married,Higher,Lower middle class,8
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,25-34,Russian,Married,Higher,No answer,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,25-34,Russian,Married,Higher,Upper class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,25-34,Russian,Married,Higher,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,25-34,Russian,Married,Higher,Working class,5
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,25-34,Russian,Married,Middle,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,25-34,Russian,Married,Middle,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,25-34,Russian,Married,Middle,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,25-34,Russian,Single,Higher,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,25-34,Russian,Single,Higher,Upper middle class,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,25-34,Russian,Single,Higher,Working class,3
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,25-34,Tatar,Married,Higher,Lower class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,25-34,Tatar,Married,Higher,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,35-44,Russian,Divorced,Higher,Lower class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,35-44,Russian,Divorced,Middle,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,35-44,Russian,Living together as married,Middle,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,35-44,Russian,Married,Higher,Don't know,4
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,35-44,Russian,Married,Higher,Lower middle class,3
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,35-44,Russian,Married,Higher,Upper middle class,5
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,35-44,Russian,Married,Higher,Working class,4
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,35-44,Russian,Married,Middle,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,35-44,Russian,Single,Higher,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,35-44,Russian,Single,Higher,Working class,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,35-44,Russian,Single,Lower,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,35-44,Russian,Single,Middle,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,35-44,Russian,Widowed,Higher,Lower class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,35-44,Tatar,Married,Higher,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,35-44,Tatar,Married,Lower,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,45-54,Other,Married,Higher,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,45-54,Russian,Divorced,Higher,Working class,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,45-54,Russian,Married,Higher,Lower middle class,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,45-54,Russian,Married,Higher,No answer,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,45-54,Russian,Married,Lower,Lower class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,45-54,Russian,Married,Middle,Lower middle class,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,45-54,Russian,Married,Middle,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,45-54,Russian,Single,Middle,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,45-54,Tatar,Divorced,Higher,Lower class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,45-54,Tatar,Married,Lower,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,55-64,Russian,Divorced,Middle,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,55-64,Russian,Married,Higher,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,55-64,Russian,Married,Higher,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,55-64,Russian,Married,Middle,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,55-64,Russian,Married,Middle,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,55-64,Russian,Separated,Higher,Upper middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,55-64,Russian,Single,Lower,Lower class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,55-64,Russian,Widowed,Higher,Lower class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,55-64,Russian,Widowed,Higher,Working class,2
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,65 and more years,Russian,Married,Higher,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,65 and more years,Russian,Married,Higher,No answer,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,65 and more years,Russian,Married,Higher,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,65 and more years,Russian,Single,Lower,Lower class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,65 and more years,Russian,Widowed,Higher,Working class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,65 and more years,Russian,Widowed,Lower,Lower middle class,1
2017,Russia,RU: Volga; Privolzhsky Federal District,Urban,Male,65 and more years,Russian,Widowed,Middle,Working class,2
