A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,Q260: Sex,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q287: Social class (subjective),Q2: Important in life: Friends,Q3: Important in life: Leisure time,Q4: Important in life: Politics,Q5: Important in life: Work,Q6: Important in life: Religion,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q20: Neighbors: People who have AIDS,Q21: Neighbors: Immigrants/foreign workers,Q22: Neighbors: Homosexuals,Q23: Neighbors: People of a different religion,Q24: Neighbors: Heavy drinkers,Q26: Neighbors: People who speak a different language,Q27: One of main goals in life has been to make my parents proud,Q29: Men make better political leaders than women do,Q30: University is more important for a boy than for a girl,Q31: Men make better business executives than women do,Q32: Being a housewife just as fulfilling,Q33: Jobs scarce: Men should have more right to a job than women,Q34: Jobs scarce: Employers should give priority to (nation) people than immigrants,Q43: Future changes: Less importance placed on work,Q44: Future changes: More emphasis on technology,Q45: Future changes: Greater respect for authority,Q58: Trust: Your family,Q59: Trust: Your neighborhood,Q60: Trust: People you know personally,Q61: Trust: People you meet for the first time,Q62: Trust: People of another religion,Q63: Trust: People of another nationality,Q64: Confidence: Churches,Q66: Confidence: The Press,Q67: Confidence: Television,Q68: Confidence: Labor Unions,Q72: Confidence: The Political Parties,Q73: Confidence: Parliament,Q74: Confidence: The Civil Services,Q77: Confidence: Major Companies,Q79: Confidence: The Environmental Protection Movement,Q80: Confidence: The Women's Movement,Q81: Confidence: Charitable or humanitarian organizations,Q83: Confidence: The United Nations (UN),Q106: Incomes should be made more equal vs There should be greater incentives for individual effort,Q107: Private vs state ownership of business,Q108: Government's vs individual's responsibility,Q109: Competition good or harmful,Q110: Success: hard work vs luck,Q111: Protecting environment vs. Economic growth,Q151: Willingness to fight for country,Q152: Aims of country: first choice,Q154: Aims of respondent: first choice,"Q158: Science and technology are making our lives healthier, easier, and more comfortable","Q159: Because of science and technology, there will be more opportunities for the next generation",Q160: We depend too much on science and not enough on faith,"Q163: The world is better off, or worse off, because of science and technology",Q164: Importance of God,Q177: Justifiable: Claiming government benefits to which you are not entitled,Q178: Justifiable: Avoiding a fare on public transport,Q180: Justifiable: Cheating on taxes,Q181: Justifiable: Someone accepting a bribe in the course of their duties,Q184: Justifiable: Abortion,Q185: Justifiable: Divorce,Q187: Justifiable: Suicide,Q189: Justifiable: For a man to beat his wife,Q235: Political system: Having a strong leader who does not have to bother with parliament and elections,"Q236: Political system: Having experts, not government, make decisions according to what they think is best for the country",Q238: Political system: Having a democratic political system,Q241: Democracy: Governments tax the rich and subsidize the poor,Q242: Democracy: Religious authorities interpret the laws,Q243: Democracy: People choose their leaders in free elections,Q244: Democracy: People receive state aid for unemployment,Q246: Democracy: Civil rights protect people’s liberty against oppression,Q249: Democracy: Women have the same rights as men,Q250: Importance of democracy,Q251: How democratically is this country being governed today,Q253: Respect for individual human rights nowadays,Q254: National pride
2018,Egypt,EG-PTS Port Said,Urban,Female,25-34,Arabic,Married,Higher,Lower middle class,Rather important,Not very important,Very important,Rather important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust at all,Trust somewhat,Don't know,A great deal,Not very much,Quite a lot,Quite a lot,None at all,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Not very much,There should be greater incentives for individual effort,8,The government should take more responsibility to ensure that everyone is provided for,Competition is good,"In the long run, hard work usually brings a better life",Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,Maintaining order in the nation,Completely agree,Completely agree,6,7,Very important,8,Never justifiable,Never justifiable,Never justifiable,4,8,Never justifiable,Never justifiable,Fairly good,Very bad,Very good,An essential characteristic of democracy,7,An essential characteristic of democracy,Not an essential characteristic of democracy,An essential characteristic of democracy,7,Absolutely important,6,Not much respect,Very proud
2018,Egypt,EG-PTS Port Said,Urban,Male,25-34,Arabic,Divorced,Middle,Lower middle class,Rather important,Rather important,Not very important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Disagree,Agree strongly,Agree,Agree strongly,Agree strongly,Good thing,Good thing,Good thing,Trust completely,Do not trust very much,Do not trust very much,Do not trust at all,Do not trust very much,Do not trust very much,Not very much,None at all,None at all,None at all,None at all,None at all,None at all,Quite a lot,Don't know,Don't know,A great deal,Don't know,9,Government ownership of business should be increased,2,Competition is good,2,Protecting environment,Yes,Making sure this country has strong defence forces,Maintaining order in the nation,9,8,5,5,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,5,7,Never justifiable,5,Very bad,Fairly good,Very good,An essential characteristic of democracy,2,An essential characteristic of democracy,7,Don't know,An essential characteristic of democracy,Absolutely important,7,Not much respect,Very proud
2018,Egypt,EG-PTS Port Said,Urban,Female,16-24,Arabic,Single,Middle,Lower middle class,Not very important,Rather important,Not at all important,Not very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Not mentioned,Agree strongly,Disagree,Disagree,Disagree,Agree,Disagree,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Do not trust very much,Do not trust very much,Do not trust at all,Trust somewhat,Do not trust at all,A great deal,None at all,Not very much,Don't know,Don't know,Don't know,Quite a lot,Don't know,Don't know,Don't know,Quite a lot,Don't know,8,5,5,Competition is good,2,Protecting environment,Yes,Making sure this country has strong defence forces,Maintaining order in the nation,Completely agree,Completely agree,4,7,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,7,Never justifiable,Never justifiable,Fairly good,Fairly good,Fairly good,An essential characteristic of democracy,Don't know,An essential characteristic of democracy,An essential characteristic of democracy,It is against democracy (spontaneous),An essential characteristic of democracy,Absolutely important,8,Fairly much  respect,Very proud
2018,Egypt,EG-FYM Faiyum,Rural,Male,35-44,Arabic,Married,Middle,Working class,Very important,Not very important,Not very important,Very important,Very important,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Agree strongly,Agree,Agree,Agree,Agree,Agree strongly,Agree strongly,Good thing,Don't mind,Don't mind,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Do not trust at all,Quite a lot,None at all,None at all,None at all,None at all,None at all,None at all,Don't know,Don't know,Don't know,Don't know,Don't know,7,9,The government should take more responsibility to ensure that everyone is provided for,2,Hard work doesn't generally bring success - it's more a matter of luck and connections,Economy growth and creating jobs,Yes,A high level of economic growth,Fighting rising prices,7,8,9,3,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,6,Never justifiable,5,Very good,Fairly good,Very good,An essential characteristic of democracy,Not an essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,3,Absolutely important,Not at all democratic,Not much respect,Quite proud
2018,Egypt,EG-FYM Faiyum,Rural,Male,16-24,Arabic,Single,Higher,Lower middle class,Rather important,Rather important,Very important,Very important,Very important,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Agree strongly,Agree,Strongly disagree,Disagree,Disagree,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Do not trust very much,Do not trust very much,Do not trust very much,Do not trust very much,Do not trust very much,Not very much,None at all,None at all,None at all,None at all,None at all,None at all,None at all,Not very much,None at all,Quite a lot,None at all,9,7,The government should take more responsibility to ensure that everyone is provided for,7,7,Economy growth and creating jobs,Yes,Trying to make our cities and countryside more beautiful,Protecting freedom of speech,9,9,Completely disagree,7,Very important,9,9,3,Never justifiable,Never justifiable,3,Always justifiable,5,Very good,Very good,Very good,An essential characteristic of democracy,8,An essential characteristic of democracy,An essential characteristic of democracy,8,8,Absolutely important,Not at all democratic,No respect at all,Very proud
2018,Egypt,EG-FYM Faiyum,Rural,Female,35-44,Arabic,Married,Middle,Lower middle class,Rather important,Rather important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Agree strongly,Agree strongly,Agree strongly,Disagree,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Do not trust very much,Do not trust at all,Do not trust very much,Do not trust at all,A great deal,Don't know,Not very much,Don't know,Don't know,Don't know,Not very much,Don't know,Don't know,Don't know,A great deal,Don't know,8,8,5,Competition is good,4,Protecting environment,Yes,Making sure this country has strong defence forces,Maintaining order in the nation,Completely agree,9,7,8,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,7,8,Never justifiable,Never justifiable,Very bad,Fairly good,Very good,An essential characteristic of democracy,3,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,Absolutely important,5,Not much respect,Very proud
2018,Egypt,EG-FYM Faiyum,Rural,Male,25-34,Arabic,Married,Middle,Lower middle class,Rather important,Rather important,Rather important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Agree strongly,Disagree,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Trust somewhat,Do not trust very much,A great deal,None at all,Not very much,Don't know,Not very much,None at all,None at all,Quite a lot,Don't know,Don't know,A great deal,Don't know,9,2,The government should take more responsibility to ensure that everyone is provided for,Competition is good,7,Protecting environment,Yes,Making sure this country has strong defence forces,Fighting rising prices,9,8,7,7,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,4,8,Never justifiable,4,Fairly Bad,Fairly good,Very good,An essential characteristic of democracy,5,An essential characteristic of democracy,An essential characteristic of democracy,Don't know,An essential characteristic of democracy,Absolutely important,5,Not much respect,Very proud
2018,Egypt,EG-FYM Faiyum,Rural,Female,55-64,Arabic,Widowed,Lower,Lower middle class,Rather important,Rather important,Not very important,Not very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Agree,Agree,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Do not trust very much,Trust somewhat,Do not trust very much,Quite a lot,Not very much,Not very much,Don't know,Don't know,Don't know,Not very much,Not very much,Don't know,Not very much,Quite a lot,Don't know,8,Government ownership of business should be increased,The government should take more responsibility to ensure that everyone is provided for,3,5,Protecting environment,Yes,A high level of economic growth,Fighting rising prices,6,8,2,7,Very important,7,Never justifiable,Never justifiable,Never justifiable,Never justifiable,7,Never justifiable,5,Fairly good,Fairly good,Fairly good,9,6,An essential characteristic of democracy,9,8,8,Absolutely important,6,Fairly much  respect,Very proud
2018,Egypt,EG-FYM Faiyum,Rural,Male,25-34,Arabic,Married,Higher,Working class,Very important,Rather important,Rather important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Agree strongly,Agree strongly,Disagree,Agree,Agree,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Do not trust very much,Trust somewhat,Do not trust very much,A great deal,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,None at all,A great deal,None at all,None at all,Quite a lot,None at all,There should be greater incentives for individual effort,Government ownership of business should be increased,The government should take more responsibility to ensure that everyone is provided for,4,"In the long run, hard work usually brings a better life",Economy growth and creating jobs,Yes,A high level of economic growth,Fighting rising prices,Completely agree,Completely agree,2,7,Very important,Always justifiable,3,Never justifiable,Never justifiable,Never justifiable,5,Never justifiable,Never justifiable,Fairly Bad,Fairly good,Fairly good,An essential characteristic of democracy,6,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,Absolutely important,2,Fairly much  respect,Very proud
2018,Egypt,EG-FYM Faiyum,Rural,Male,45-54,Arabic,Married,Lower,Lower middle class,Not at all important,Not at all important,Rather important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Agree strongly,Agree strongly,Agree,Agree,Agree,Agree,Agree strongly,Good thing,Good thing,Don't know,Trust completely,Do not trust at all,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust very much,A great deal,Not very much,None at all,Don't know,None at all,None at all,None at all,Don't know,Don't know,Don't know,Quite a lot,Don't know,There should be greater incentives for individual effort,Government ownership of business should be increased,The government should take more responsibility to ensure that everyone is provided for,Don't know,"In the long run, hard work usually brings a better life",Don't know,Yes,A high level of economic growth,Fighting rising prices,8,8,Completely disagree,8,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,4,Never justifiable,Never justifiable,Very bad,Fairly good,Very good,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Absolutely important,Not at all democratic,No respect at all,Not at all proud
2018,Egypt,EG-FYM Faiyum,Rural,Female,16-24,Arabic,Married,Lower,Working class,Very important,Rather important,Not at all important,Not very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Agree,Agree strongly,Agree,Agree,Agree strongly,Agree,Agree,Bad thing,Good thing,Don't mind,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust at all,A great deal,Don't know,Not very much,Don't know,Don't know,None at all,None at all,Don't know,Don't know,Don't know,Not very much,Don't know,There should be greater incentives for individual effort,Government ownership of business should be increased,The government should take more responsibility to ensure that everyone is provided for,Don't know,"In the long run, hard work usually brings a better life",Don't know,Yes,A high level of economic growth,Fighting rising prices,8,Completely agree,Completely disagree,A lot better off,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,6,Never justifiable,Never justifiable,Very bad,Fairly good,Very good,It is against democracy (spontaneous),An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,6,Absolutely important,3,Not much respect,Quite proud
2018,Egypt,EG-FYM Faiyum,Rural,Male,25-34,Arabic,Married,Middle,Lower middle class,Very important,Very important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Strongly disagree,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Do not trust very much,Do not trust at all,Trust somewhat,Do not trust at all,A great deal,None at all,None at all,None at all,None at all,None at all,None at all,Don't know,Don't know,Don't know,A great deal,Don't know,There should be greater incentives for individual effort,8,5,Competition is good,"In the long run, hard work usually brings a better life",Protecting environment,Yes,Making sure this country has strong defence forces,Maintaining order in the nation,9,9,4,9,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,6,7,4,6,Fairly Bad,Very good,Very good,An essential characteristic of democracy,Not an essential characteristic of democracy,An essential characteristic of democracy,Not an essential characteristic of democracy,Don't know,An essential characteristic of democracy,Absolutely important,3,Not much respect,Very proud
