V262: Year survey,B_COUNTRY_ALPHA: Country code ISO 3166 alpha,N_REGION_ISO: Region (ISO),V240: Sex,V242: Age,V247: Language at home,V57: Marital status,V248R: Highest educational level: Respondent (recoded into 3 groups),V238: Social class (subjective),Counts
2011,-4,US-NY New York,Male,68,Spanish; Castilian,Married,Middle,Lower class,1
2011,-4,US-NY New York,Male,70,English,Married,Middle,Working class,1
2011,-4,US-NY New York,Male,73,English,Married,Middle,Lower middle class,1
2011,-4,US-NY New York,Male,74,English,Married,Middle,Lower middle class,1
2011,-4,US-NY New York,Male,74,English,Widowed,Middle,Working class,1
2011,-4,US-NY New York,Male,76,English,Married,Higher,Upper middle class,1
2011,-4,US-NY New York,Male,78,English,Married,Higher,Upper middle class,1
2011,-4,US-NY New York,Male,83,English,Widowed,Middle,Upper middle class,1
2011,-4,US-NY New York,Male,84,English,Married,Higher,Upper middle class,1
2011,-4,US-NY New York,Male,87,English,Widowed,Higher,Lower middle class,1
2011,-4,US-OH Ohio,Female,23,English,Single,Higher,Upper middle class,1
2011,-4,US-OH Ohio,Female,26,English,Single,Higher,Lower middle class,1
2011,-4,US-OH Ohio,Female,28,English,Single,Higher,Working class,1
2011,-4,US-OH Ohio,Female,29,English,Married,Higher,Lower middle class,1
2011,-4,US-OH Ohio,Female,36,English,Married,Middle,Lower middle class,1
2011,-4,US-OH Ohio,Female,39,English,Married,Higher,Lower middle class,1
2011,-4,US-OH Ohio,Female,39,English,Married,Middle,Working class,1
2011,-4,US-OH Ohio,Female,41,English,Divorced,Middle,Upper middle class,1
2011,-4,US-OH Ohio,Female,42,English,Divorced,Middle,Lower class,1
2011,-4,US-OH Ohio,Female,42,English,Married,Higher,Upper middle class,1
2011,-4,US-OH Ohio,Female,42,English,Married,Higher,Working class,1
2011,-4,US-OH Ohio,Female,43,English,Married,Higher,Upper middle class,1
2011,-4,US-OH Ohio,Female,43,English,Married,Higher,Working class,1
2011,-4,US-OH Ohio,Female,44,English,Single,Higher,Lower middle class,1
2011,-4,US-OH Ohio,Female,46,English,Divorced,Higher,Working class,1
2011,-4,US-OH Ohio,Female,46,English,Living together as married,Middle,Working class,1
2011,-4,US-OH Ohio,Female,46,English,Married,Middle,Lower class,1
2011,-4,US-OH Ohio,Female,47,English,Married,Middle,Upper middle class,1
2011,-4,US-OH Ohio,Female,49,English,Married,Higher,Lower middle class,1
2011,-4,US-OH Ohio,Female,49,English,Married,Higher,Upper middle class,1
2011,-4,US-OH Ohio,Female,50,English,Married,Higher,Upper middle class,1
2011,-4,US-OH Ohio,Female,52,No answer,Divorced,Middle,No answer,1
2011,-4,US-OH Ohio,Female,54,English,Married,Middle,Lower middle class,1
2011,-4,US-OH Ohio,Female,55,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-OH Ohio,Female,56,English,Divorced,Middle,Upper middle class,1
2011,-4,US-OH Ohio,Female,56,English,Married,Higher,Upper middle class,1
2011,-4,US-OH Ohio,Female,56,English,Married,Middle,Working class,1
2011,-4,US-OH Ohio,Female,57,English,Divorced,Middle,Working class,1
2011,-4,US-OH Ohio,Female,57,English,Separated,Middle,Lower class,1
2011,-4,US-OH Ohio,Female,58,English,Married,Higher,Lower middle class,2
2011,-4,US-OH Ohio,Female,58,English,Married,Higher,Upper middle class,1
2011,-4,US-OH Ohio,Female,58,English,Married,Middle,Upper middle class,1
2011,-4,US-OH Ohio,Female,62,English,Married,Higher,Upper middle class,2
2011,-4,US-OH Ohio,Female,62,English,Single,Middle,Lower middle class,1
2011,-4,US-OH Ohio,Female,62,English,Widowed,Middle,Working class,1
2011,-4,US-OH Ohio,Female,64,English,Married,Higher,Lower middle class,1
2011,-4,US-OH Ohio,Female,64,English,Married,Middle,Upper middle class,1
2011,-4,US-OH Ohio,Female,66,English,Divorced,Middle,Working class,1
2011,-4,US-OH Ohio,Female,68,English,Divorced,Higher,Upper middle class,1
2011,-4,US-OH Ohio,Female,69,English,Married,Higher,No answer,1
2011,-4,US-OH Ohio,Female,69,English,Widowed,Middle,Working class,1
2011,-4,US-OH Ohio,Female,70,English,Widowed,Middle,Lower class,1
2011,-4,US-OH Ohio,Female,75,English,Married,Middle,Working class,1
2011,-4,US-OH Ohio,Female,85,English,Married,Higher,Upper middle class,1
2011,-4,US-OH Ohio,Female,87,English,Divorced,Higher,Upper middle class,1
2011,-4,US-OH Ohio,Male,19,English,Single,Middle,Working class,1
2011,-4,US-OH Ohio,Male,20,English,Single,Higher,Upper middle class,1
2011,-4,US-OH Ohio,Male,20,English,Single,Middle,Lower middle class,1
2011,-4,US-OH Ohio,Male,23,English,Single,Higher,Lower middle class,1
2011,-4,US-OH Ohio,Male,23,English,Single,Middle,Lower class,1
2011,-4,US-OH Ohio,Male,23,English,Single,Middle,Working class,1
2011,-4,US-OH Ohio,Male,24,English,Single,Higher,Working class,1
2011,-4,US-OH Ohio,Male,25,Japanese,Living together as married,Lower,Working class,1
2011,-4,US-OH Ohio,Male,26,English,Married,Higher,Working class,1
2011,-4,US-OH Ohio,Male,29,English,Married,Middle,Upper middle class,1
2011,-4,US-OH Ohio,Male,34,English,Married,Middle,Working class,1
2011,-4,US-OH Ohio,Male,34,English,Single,Higher,Working class,1
2011,-4,US-OH Ohio,Male,34,English,Widowed,Higher,Upper class,1
2011,-4,US-OH Ohio,Male,35,English,Married,Higher,Upper middle class,1
2011,-4,US-OH Ohio,Male,36,English,Divorced,Middle,Lower middle class,1
2011,-4,US-OH Ohio,Male,36,English,Married,Higher,Lower middle class,1
2011,-4,US-OH Ohio,Male,36,English,Married,Higher,Upper middle class,1
2011,-4,US-OH Ohio,Male,38,English,Married,Middle,Lower middle class,1
2011,-4,US-OH Ohio,Male,40,English,Married,Higher,Working class,1
2011,-4,US-OH Ohio,Male,41,English,Married,Higher,Upper middle class,1
2011,-4,US-OH Ohio,Male,41,English,Separated,Middle,Lower class,1
2011,-4,US-OH Ohio,Male,42,English,Married,Middle,Working class,1
2011,-4,US-OH Ohio,Male,44,English,Single,Higher,Upper middle class,1
2011,-4,US-OH Ohio,Male,46,English,Living together as married,Middle,Lower middle class,1
2011,-4,US-OH Ohio,Male,47,English,Divorced,Higher,Upper middle class,1
2011,-4,US-OH Ohio,Male,47,English,Married,Higher,Upper middle class,1
2011,-4,US-OH Ohio,Male,51,English,Married,Middle,Working class,1
2011,-4,US-OH Ohio,Male,52,English,Married,Middle,Upper middle class,1
2011,-4,US-OH Ohio,Male,55,English,Divorced,Higher,Working class,1
2011,-4,US-OH Ohio,Male,55,English,Separated,Higher,Working class,1
2011,-4,US-OH Ohio,Male,56,English,Married,Higher,Upper class,1
2011,-4,US-OH Ohio,Male,57,English,Married,Higher,Lower middle class,3
2011,-4,US-OH Ohio,Male,58,English,Married,Higher,Lower middle class,1
2011,-4,US-OH Ohio,Male,58,English,Married,Higher,Upper middle class,1
2011,-4,US-OH Ohio,Male,60,English,Married,Higher,Lower middle class,1
2011,-4,US-OH Ohio,Male,63,English,Married,Middle,Lower middle class,1
2011,-4,US-OH Ohio,Male,66,English,Living together as married,Middle,Working class,1
2011,-4,US-OH Ohio,Male,69,English,Separated,Middle,Lower middle class,1
2011,-4,US-OH Ohio,Male,72,English,Married,Middle,Lower middle class,1
2011,-4,US-OK Oklahoma,Female,24,English,Married,Higher,Lower class,1
2011,-4,US-OK Oklahoma,Female,25,Spanish; Castilian,Married,Middle,Lower middle class,1
2011,-4,US-OK Oklahoma,Female,28,Other,Married,Higher,Upper middle class,1
2011,-4,US-OK Oklahoma,Female,33,English,Married,Middle,Working class,1
2011,-4,US-OK Oklahoma,Female,34,English,Married,Higher,Working class,1
2011,-4,US-OK Oklahoma,Female,45,English,Divorced,Middle,Working class,1
2011,-4,US-OK Oklahoma,Female,46,English,Single,Higher,Upper middle class,1
2011,-4,US-OK Oklahoma,Female,51,English,Widowed,Middle,Working class,1
2011,-4,US-OK Oklahoma,Female,53,English,Separated,Higher,Lower middle class,1
2011,-4,US-OK Oklahoma,Female,54,English,Married,Middle,Working class,1
2011,-4,US-OK Oklahoma,Female,54,English,Single,Higher,Upper middle class,1
2011,-4,US-OK Oklahoma,Female,55,English,Married,Middle,Upper middle class,1
2011,-4,US-OK Oklahoma,Female,56,English,Divorced,Higher,Working class,1
2011,-4,US-OK Oklahoma,Male,20,English,Single,Middle,Working class,1
2011,-4,US-OK Oklahoma,Male,26,Spanish; Castilian,Living together as married,Middle,Lower middle class,1
2011,-4,US-OK Oklahoma,Male,29,English,Separated,Middle,Upper middle class,1
2011,-4,US-OK Oklahoma,Male,30,English,Married,Middle,Lower class,1
2011,-4,US-OK Oklahoma,Male,33,English,Single,Higher,Upper middle class,1
2011,-4,US-OK Oklahoma,Male,37,English,Married,Higher,Lower middle class,1
2011,-4,US-OK Oklahoma,Male,42,English,Married,Higher,Upper middle class,1
2011,-4,US-OK Oklahoma,Male,49,English,Married,Higher,Upper middle class,1
2011,-4,US-OK Oklahoma,Male,54,English,Widowed,Higher,Lower middle class,1
2011,-4,US-OK Oklahoma,Male,64,English,Married,Higher,Working class,1
2011,-4,US-OK Oklahoma,Male,74,English,Married,Middle,Upper middle class,1
2011,-4,US-OR Oregon,Female,21,English,Single,Higher,Upper middle class,1
2011,-4,US-OR Oregon,Female,23,English,Single,Higher,Upper middle class,1
2011,-4,US-OR Oregon,Female,25,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-OR Oregon,Female,29,English,Married,Higher,Working class,1
2011,-4,US-OR Oregon,Female,29,No answer,Single,Higher,No answer,1
2011,-4,US-OR Oregon,Female,31,English,Married,Higher,Lower middle class,1
2011,-4,US-OR Oregon,Female,40,English,Single,Middle,Upper middle class,1
2011,-4,US-OR Oregon,Female,41,English,Living together as married,Middle,Lower class,1
2011,-4,US-OR Oregon,Female,43,English,Married,Higher,Upper middle class,1
2011,-4,US-OR Oregon,Female,46,No answer,Married,Higher,Upper middle class,1
2011,-4,US-OR Oregon,Female,47,English,Married,Middle,Lower middle class,1
2011,-4,US-OR Oregon,Female,51,English,Married,Middle,Working class,1
2011,-4,US-OR Oregon,Female,53,English,Single,Higher,Lower middle class,1
2011,-4,US-OR Oregon,Female,54,English,Divorced,Higher,Lower middle class,1
2011,-4,US-OR Oregon,Female,55,English,Married,Middle,Upper middle class,1
2011,-4,US-OR Oregon,Female,58,English,Married,Middle,Working class,1
2011,-4,US-OR Oregon,Female,58,English,Widowed,Middle,Lower middle class,1
2011,-4,US-OR Oregon,Female,60,English,Married,Middle,Lower middle class,1
2011,-4,US-OR Oregon,Female,63,English,Divorced,Middle,Working class,1
2011,-4,US-OR Oregon,Female,63,English,Widowed,Middle,Lower middle class,1
2011,-4,US-OR Oregon,Female,69,English,Married,Middle,Lower middle class,1
2011,-4,US-OR Oregon,Female,77,English,Widowed,Middle,Lower middle class,1
2011,-4,US-OR Oregon,Male,19,English,Single,Higher,Upper middle class,1
2011,-4,US-OR Oregon,Male,33,English,Married,Higher,Lower middle class,1
2011,-4,US-OR Oregon,Male,42,English,Married,Higher,Upper middle class,1
2011,-4,US-OR Oregon,Male,48,English,Married,Higher,Upper middle class,1
2011,-4,US-OR Oregon,Male,50,English,Divorced,Higher,Working class,1
2011,-4,US-OR Oregon,Male,52,English,Married,Middle,Lower class,1
2011,-4,US-OR Oregon,Male,54,English,Separated,Higher,Working class,1
2011,-4,US-OR Oregon,Male,59,English,Married,Higher,Upper middle class,1
2011,-4,US-OR Oregon,Male,59,English,Married,Lower,Lower middle class,1
2011,-4,US-OR Oregon,Male,60,English,Divorced,Higher,Working class,1
2011,-4,US-OR Oregon,Male,62,English,Married,Higher,Upper middle class,1
2011,-4,US-OR Oregon,Male,65,English,Married,Higher,Lower middle class,1
2011,-4,US-OR Oregon,Male,67,English,Divorced,Higher,Lower middle class,1
2011,-4,US-OR Oregon,Male,69,English,Widowed,Middle,Lower middle class,1
2011,-4,US-OR Oregon,Male,79,English,Married,Higher,Upper middle class,1
2011,-4,US-PA Pennsylvania,Female,18,English,Single,Middle,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,19,English,Single,Higher,Upper middle class,1
2011,-4,US-PA Pennsylvania,Female,19,English,Single,Middle,Lower middle class,2
2011,-4,US-PA Pennsylvania,Female,20,English,Single,Middle,Working class,1
2011,-4,US-PA Pennsylvania,Female,21,English,Single,Higher,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,22,English,Married,Middle,Lower class,1
2011,-4,US-PA Pennsylvania,Female,22,English,Married,Middle,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,24,English,Single,Higher,Working class,1
2011,-4,US-PA Pennsylvania,Female,24,English,Single,Middle,Lower class,1
2011,-4,US-PA Pennsylvania,Female,25,Other,Married,Higher,Upper middle class,1
2011,-4,US-PA Pennsylvania,Female,26,English,Married,Higher,Working class,1
2011,-4,US-PA Pennsylvania,Female,27,English,Married,Higher,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,29,English,Single,Higher,Lower class,1
2011,-4,US-PA Pennsylvania,Female,30,English,Single,Higher,Upper middle class,1
2011,-4,US-PA Pennsylvania,Female,31,English,Single,Middle,Working class,1
2011,-4,US-PA Pennsylvania,Female,33,English,Single,Middle,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,36,English,Married,Higher,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,36,English,Married,Middle,Working class,1
2011,-4,US-PA Pennsylvania,Female,37,English,Married,Higher,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,42,English,Married,Middle,Lower middle class,2
2011,-4,US-PA Pennsylvania,Female,44,English,Married,Middle,Lower class,1
2011,-4,US-PA Pennsylvania,Female,45,English,Married,Higher,Upper middle class,1
2011,-4,US-PA Pennsylvania,Female,45,English,Married,Middle,Lower class,1
2011,-4,US-PA Pennsylvania,Female,45,English,Married,Middle,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,45,English,Single,Higher,Upper middle class,1
2011,-4,US-PA Pennsylvania,Female,46,English,Divorced,Middle,Working class,1
2011,-4,US-PA Pennsylvania,Female,46,English,Married,Middle,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,46,English,Single,Higher,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,47,English,Married,Middle,Upper middle class,1
2011,-4,US-PA Pennsylvania,Female,48,English,Divorced,Middle,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,49,English,Married,Higher,Upper middle class,1
2011,-4,US-PA Pennsylvania,Female,51,English,Divorced,Middle,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,51,Spanish; Castilian,Married,Middle,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,52,English,Divorced,Higher,Upper middle class,1
2011,-4,US-PA Pennsylvania,Female,56,English,Married,Higher,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,58,English,Separated,Higher,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,59,English,Married,Higher,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,59,English,Married,Middle,Working class,1
2011,-4,US-PA Pennsylvania,Female,60,English,Married,Higher,Upper middle class,1
2011,-4,US-PA Pennsylvania,Female,61,English,Divorced,Higher,Working class,1
2011,-4,US-PA Pennsylvania,Female,61,English,Married,Higher,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,61,English,Married,Middle,Upper middle class,1
2011,-4,US-PA Pennsylvania,Female,61,English,Single,Middle,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,62,English,Married,Higher,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,62,English,Married,Higher,Upper class,1
2011,-4,US-PA Pennsylvania,Female,63,English,Married,Higher,Upper middle class,1
2011,-4,US-PA Pennsylvania,Female,64,English,Divorced,Middle,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,64,English,Divorced,Middle,Working class,1
2011,-4,US-PA Pennsylvania,Female,65,English,Divorced,Middle,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,66,English,Divorced,Higher,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,66,English,Divorced,Middle,Working class,1
2011,-4,US-PA Pennsylvania,Female,67,English,Married,Middle,Upper middle class,1
2011,-4,US-PA Pennsylvania,Female,68,English,Married,Middle,Lower middle class,1
2011,-4,US-PA Pennsylvania,Female,85,English,Widowed,Middle,Lower class,1
2011,-4,US-PA Pennsylvania,Female,89,English,Widowed,Middle,Upper middle class,1
2011,-4,US-PA Pennsylvania,Male,18,English,Living together as married,Middle,Working class,1
2011,-4,US-PA Pennsylvania,Male,21,English,Single,Higher,Lower middle class,2
2011,-4,US-PA Pennsylvania,Male,24,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-PA Pennsylvania,Male,25,English,Single,Middle,Working class,1
2011,-4,US-PA Pennsylvania,Male,26,English,Single,Middle,Lower class,1
2011,-4,US-PA Pennsylvania,Male,31,English,Single,Middle,Lower middle class,1
2011,-4,US-PA Pennsylvania,Male,34,English,Married,Middle,Working class,1
2011,-4,US-PA Pennsylvania,Male,35,Spanish; Castilian,Living together as married,Lower,Lower middle class,1
2011,-4,US-PA Pennsylvania,Male,37,No answer,Single,Higher,No answer,1
2011,-4,US-PA Pennsylvania,Male,38,English,Married,Higher,Lower middle class,1
2011,-4,US-PA Pennsylvania,Male,39,English,Divorced,Higher,Upper middle class,1
2011,-4,US-PA Pennsylvania,Male,39,English,Married,Higher,Lower middle class,1
2011,-4,US-PA Pennsylvania,Male,42,English,Married,Higher,No answer,1
2011,-4,US-PA Pennsylvania,Male,43,English,Divorced,Higher,Lower middle class,1
2011,-4,US-PA Pennsylvania,Male,44,English,Married,Middle,Upper middle class,1
2011,-4,US-PA Pennsylvania,Male,48,English,Married,Middle,Lower class,1
2011,-4,US-PA Pennsylvania,Male,49,English,Married,Middle,Upper middle class,1
2011,-4,US-PA Pennsylvania,Male,52,English,Married,Middle,Working class,1
2011,-4,US-PA Pennsylvania,Male,53,English,Divorced,Middle,Upper middle class,1
2011,-4,US-PA Pennsylvania,Male,53,English,Married,Middle,Working class,1
2011,-4,US-PA Pennsylvania,Male,54,English,Married,Middle,Working class,1
2011,-4,US-PA Pennsylvania,Male,55,English,Divorced,Higher,Upper middle class,1
2011,-4,US-PA Pennsylvania,Male,55,English,Married,Middle,Lower middle class,1
2011,-4,US-PA Pennsylvania,Male,55,English,Single,Middle,Working class,1
2011,-4,US-PA Pennsylvania,Male,57,English,Separated,Higher,Working class,1
2011,-4,US-PA Pennsylvania,Male,58,English,Married,Middle,Upper middle class,1
2011,-4,US-PA Pennsylvania,Male,58,English,Single,Middle,Lower class,1
2011,-4,US-PA Pennsylvania,Male,59,English,Married,Higher,Upper middle class,2
2011,-4,US-PA Pennsylvania,Male,59,English,Married,Higher,Working class,1
2011,-4,US-PA Pennsylvania,Male,59,English,Married,Middle,Lower middle class,1
2011,-4,US-PA Pennsylvania,Male,59,English,Separated,Higher,Upper middle class,1
2011,-4,US-PA Pennsylvania,Male,61,English,Divorced,Middle,Upper middle class,1
2011,-4,US-PA Pennsylvania,Male,61,English,Married,Higher,Upper middle class,1
2011,-4,US-PA Pennsylvania,Male,61,Spanish; Castilian,Married,Lower,Working class,1
2011,-4,US-PA Pennsylvania,Male,62,English,Divorced,Middle,Lower middle class,1
2011,-4,US-PA Pennsylvania,Male,63,English,Married,Higher,Lower middle class,1
2011,-4,US-PA Pennsylvania,Male,63,English,Married,Higher,Upper middle class,1
2011,-4,US-PA Pennsylvania,Male,64,English,Married,Higher,Lower middle class,1
2011,-4,US-PA Pennsylvania,Male,65,English,Married,Higher,Lower middle class,1
2011,-4,US-PA Pennsylvania,Male,66,English,Married,Higher,Lower middle class,1
2011,-4,US-PA Pennsylvania,Male,67,English,Married,Higher,Upper middle class,1
2011,-4,US-PA Pennsylvania,Male,67,English,Widowed,Middle,Lower middle class,1
2011,-4,US-PA Pennsylvania,Male,71,English,Married,Higher,Upper middle class,1
2011,-4,US-PA Pennsylvania,Male,73,English,Married,Middle,Working class,1
2011,-4,US-PA Pennsylvania,Male,74,English,Divorced,Middle,Upper middle class,1
2011,-4,US-PA Pennsylvania,Male,75,English,Married,Middle,Lower middle class,2
2011,-4,US-PA Pennsylvania,Male,76,English,Widowed,Middle,Lower middle class,1
2011,-4,US-PA Pennsylvania,Male,80,English,Married,Middle,Upper middle class,1
2011,-4,US-PA Pennsylvania,Male,83,English,Married,Middle,Upper middle class,1
2011,-4,US-RI Rhode Island,Male,22,English,Single,Higher,Lower middle class,1
2011,-4,US-SC South Carolina,Female,24,English,Single,Higher,Upper middle class,1
2011,-4,US-SC South Carolina,Female,29,English,Single,Higher,Working class,1
2011,-4,US-SC South Carolina,Female,38,English,Single,Higher,Working class,1
2011,-4,US-SC South Carolina,Female,39,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-SC South Carolina,Female,46,English,Divorced,Higher,Lower middle class,1
2011,-4,US-SC South Carolina,Female,53,English,Married,Higher,Lower middle class,1
2011,-4,US-SC South Carolina,Female,58,English,Married,Higher,Working class,1
2011,-4,US-SC South Carolina,Female,58,English,Single,Middle,Lower middle class,1
2011,-4,US-SC South Carolina,Female,72,English,Married,Middle,Upper middle class,1
2011,-4,US-SC South Carolina,Female,75,English,Married,Higher,Lower middle class,1
2011,-4,US-SC South Carolina,Female,77,English,Widowed,Higher,Lower middle class,1
2011,-4,US-SC South Carolina,Female,79,English,Married,Middle,Lower middle class,1
2011,-4,US-SC South Carolina,Male,19,English,Single,Middle,Lower middle class,1
2011,-4,US-SC South Carolina,Male,21,English,Single,Higher,Lower middle class,1
2011,-4,US-SC South Carolina,Male,25,English,Living together as married,Middle,Working class,1
2011,-4,US-SC South Carolina,Male,35,English,Living together as married,Middle,Working class,1
2011,-4,US-SC South Carolina,Male,49,English,Divorced,Middle,Upper middle class,1
2011,-4,US-SC South Carolina,Male,52,English,Married,Middle,Lower middle class,1
2011,-4,US-SC South Carolina,Male,52,English,Single,Middle,Working class,1
2011,-4,US-SC South Carolina,Male,59,English,Married,Higher,Upper middle class,1
2011,-4,US-SC South Carolina,Male,61,English,Married,Higher,Upper middle class,2
2011,-4,US-SC South Carolina,Male,63,English,Married,Middle,Working class,1
2011,-4,US-SC South Carolina,Male,66,English,Married,Higher,Upper middle class,1
2011,-4,US-SC South Carolina,Male,66,English,Widowed,Higher,Lower middle class,1
2011,-4,US-SC South Carolina,Male,68,English,Married,Higher,Upper middle class,1
2011,-4,US-SC South Carolina,Male,72,English,Married,Higher,Upper middle class,1
2011,-4,US-SC South Carolina,Male,74,English,Married,Lower,Upper middle class,1
2011,-4,US-SC South Carolina,Male,80,English,Married,Middle,Lower middle class,1
2011,-4,US-SD South Dakota,Female,39,English,Married,Middle,Upper middle class,1
2011,-4,US-SD South Dakota,Female,51,English,Married,Middle,Lower middle class,1
2011,-4,US-SD South Dakota,Female,68,English,Married,Higher,Lower middle class,1
2011,-4,US-SD South Dakota,Female,69,English,Married,Higher,Upper middle class,1
2011,-4,US-SD South Dakota,Male,24,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-SD South Dakota,Male,25,English,Single,Higher,Lower middle class,1
2011,-4,US-SD South Dakota,Male,30,English,Living together as married,Higher,Working class,1
2011,-4,US-SD South Dakota,Male,37,English,Married,Higher,Upper middle class,1
2011,-4,US-SD South Dakota,Male,46,English,Divorced,Middle,Working class,1
2011,-4,US-TN Tennessee,Female,21,English,Single,Higher,Upper middle class,1
2011,-4,US-TN Tennessee,Female,23,English,Married,Middle,Working class,1
2011,-4,US-TN Tennessee,Female,23,English,Single,Middle,Working class,1
2011,-4,US-TN Tennessee,Female,25,English,Single,Middle,Lower middle class,1
2011,-4,US-TN Tennessee,Female,32,English,Separated,Middle,Working class,1
2011,-4,US-TN Tennessee,Female,33,English,Married,Higher,Lower middle class,1
2011,-4,US-TN Tennessee,Female,36,English,Married,Middle,Working class,1
2011,-4,US-TN Tennessee,Female,39,English,Married,Higher,Lower middle class,1
2011,-4,US-TN Tennessee,Female,39,English,Married,Middle,Working class,1
2011,-4,US-TN Tennessee,Female,43,Spanish; Castilian,Living together as married,Middle,Lower class,1
2011,-4,US-TN Tennessee,Female,45,English,Single,Middle,Working class,1
2011,-4,US-TN Tennessee,Female,54,English,Divorced,Middle,No answer,1
2011,-4,US-TN Tennessee,Female,54,English,Married,Middle,Upper middle class,1
2011,-4,US-TN Tennessee,Female,55,English,Divorced,Middle,Working class,1
2011,-4,US-TN Tennessee,Female,56,English,Living together as married,Higher,Working class,1
2011,-4,US-TN Tennessee,Female,56,English,Married,Higher,Lower middle class,1
2011,-4,US-TN Tennessee,Female,58,English,Widowed,Middle,Lower class,1
2011,-4,US-TN Tennessee,Female,61,English,Married,Middle,Lower middle class,1
2011,-4,US-TN Tennessee,Female,63,English,Widowed,Middle,Lower middle class,1
2011,-4,US-TN Tennessee,Female,66,English,Divorced,Middle,Lower class,1
2011,-4,US-TN Tennessee,Female,70,English,Married,Middle,Upper middle class,1
2011,-4,US-TN Tennessee,Female,70,English,Married,Middle,Working class,1
2011,-4,US-TN Tennessee,Female,75,English,Divorced,Higher,Lower middle class,1
2011,-4,US-TN Tennessee,Male,23,English,Single,Middle,Lower middle class,1
2011,-4,US-TN Tennessee,Male,24,English,Living together as married,Higher,Working class,1
2011,-4,US-TN Tennessee,Male,26,English,Married,Middle,Working class,1
2011,-4,US-TN Tennessee,Male,28,English,Single,Higher,Lower middle class,1
2011,-4,US-TN Tennessee,Male,30,English,Living together as married,Middle,Working class,1
2011,-4,US-TN Tennessee,Male,31,English,Married,Higher,Working class,1
2011,-4,US-TN Tennessee,Male,31,English,Single,Higher,Working class,1
2011,-4,US-TN Tennessee,Male,34,English,Single,Middle,Lower class,1
2011,-4,US-TN Tennessee,Male,38,Spanish; Castilian,Married,Middle,Lower middle class,1
2011,-4,US-TN Tennessee,Male,39,English,Married,Higher,Working class,1
2011,-4,US-TN Tennessee,Male,42,English,Married,Higher,Upper middle class,1
2011,-4,US-TN Tennessee,Male,42,English,Single,Middle,Working class,1
2011,-4,US-TN Tennessee,Male,43,English,Married,Middle,Lower middle class,1
2011,-4,US-TN Tennessee,Male,45,English,Married,Higher,Upper middle class,1
2011,-4,US-TN Tennessee,Male,48,English,Divorced,Higher,Upper middle class,1
2011,-4,US-TN Tennessee,Male,48,English,Married,Middle,Lower middle class,1
2011,-4,US-TN Tennessee,Male,49,English,Divorced,Higher,Working class,1
2011,-4,US-TN Tennessee,Male,56,English,Married,Higher,Lower middle class,1
2011,-4,US-TN Tennessee,Male,56,Standard Chinese; Mandarin; Putonghua; Guoyu,Married,Higher,Lower middle class,1
2011,-4,US-TN Tennessee,Male,58,English,Married,Middle,Working class,1
2011,-4,US-TN Tennessee,Male,59,English,Married,Middle,Working class,1
2011,-4,US-TN Tennessee,Male,61,English,Living together as married,Middle,Working class,1
2011,-4,US-TN Tennessee,Male,68,English,Married,Higher,Upper middle class,1
2011,-4,US-TN Tennessee,Male,69,English,Married,Higher,Lower middle class,1
2011,-4,US-TN Tennessee,Male,72,English,Widowed,Middle,Lower class,1
2011,-4,US-TN Tennessee,Male,76,English,Married,Middle,Working class,1
2011,-4,US-TX Texas,Female,20,English,Single,Higher,Upper middle class,1
2011,-4,US-TX Texas,Female,20,English,Single,Middle,Working class,1
2011,-4,US-TX Texas,Female,21,English,Married,Higher,Working class,1
2011,-4,US-TX Texas,Female,21,English,Single,Higher,Upper middle class,1
2011,-4,US-TX Texas,Female,22,English,Single,Higher,Working class,1
2011,-4,US-TX Texas,Female,22,Spanish; Castilian,Married,Middle,Lower middle class,1
2011,-4,US-TX Texas,Female,23,English,Living together as married,Higher,Working class,1
2011,-4,US-TX Texas,Female,23,English,Single,Higher,Lower middle class,1
2011,-4,US-TX Texas,Female,23,English,Single,Middle,Working class,1
